AREA_NAME,AREA_SHORT_CODE,INT_ID
Scarborough Southwest,20,13451125
Scarborough-Guildwood,24,13451125
Willowdale,18,13445027
Scarborough-Agincourt,22,13446213
York South-Weston,5,13463344
Scarborough-Agincourt,22,13444800
Scarborough Southwest,20,13457277
University-Rosedale,11,13463568
York Centre,6,13447927
Scarborough-Rouge Park,25,13441904
Toronto-St. Paul's,12,20028249
Davenport,9,20028249
Etobicoke North,1,13453439
Etobicoke-Lakeshore,3,13469379
Eglinton-Lawrence,8,13452263
Scarborough North,23,13503897
Don Valley West,15,13458054
York Centre,6,13452530
Scarborough-Guildwood,24,13450255
Don Valley West,15,13451275
Etobicoke North,1,13451900
Don Valley East,16,13452414
Scarborough Centre,21,13448310
Don Valley East,16,13448310
Scarborough Centre,21,13452167
York Centre,6,13447281
York Centre,6,13446464
Parkdale-High Park,4,13465858
Toronto-St. Paul's,12,13461005
Willowdale,18,13444683
University-Rosedale,11,13461129
York South-Weston,5,13455910
Don Valley West,15,13454957
Don Valley East,16,13454074
Etobicoke North,1,13459809
Scarborough-Rouge Park,25,30090087
University-Rosedale,11,13464728
Toronto Centre,13,13464728
Beaches-East York,19,13459193
Parkdale-High Park,4,13466722
York South-Weston,5,13460334
Scarborough-Agincourt,22,13444192
University-Rosedale,11,13462785
Toronto-St. Paul's,12,13458172
Scarborough-Guildwood,24,13448439
Scarborough Centre,21,13448439
Scarborough Southwest,20,13457171
Etobicoke Centre,2,13461037
Scarborough Southwest,20,13454523
Don Valley West,15,13450910
Etobicoke-Lakeshore,3,13468822
Eglinton-Lawrence,8,13454343
Don Valley West,15,13455882
Humber River-Black Creek,7,13449156
York Centre,6,13449156
Scarborough Southwest,20,13453581
Scarborough-Guildwood,24,13448960
Scarborough Centre,21,13448960
University-Rosedale,11,13463813
Toronto Centre,13,13463813
Toronto-Danforth,14,13460818
Etobicoke Centre,2,13465275
York Centre,6,13452200
Eglinton-Lawrence,8,13455354
Don Valley West,15,13456008
Beaches-East York,19,13455948
Spadina-Fort York,10,13466977
Eglinton-Lawrence,8,13456342
Beaches-East York,19,13454909
Don Valley East,16,13454909
Scarborough Southwest,20,13455638
Toronto-Danforth,14,13463801
York Centre,6,13450594
Beaches-East York,19,13457986
Toronto-Danforth,14,13464720
Parkdale-High Park,4,13467935
Eglinton-Lawrence,8,13456556
Beaches-East York,19,13457248
Toronto-St. Paul's,12,13456722
Spadina-Fort York,10,13467854
Scarborough Centre,21,13453395
Don Valley East,16,13453395
Don Valley East,16,13453274
Scarborough North,23,13442432
Scarborough-Agincourt,22,13446226
Don Valley North,17,13446226
Humber River-Black Creek,7,13447776
Willowdale,18,13445177
Scarborough North,23,13445692
Don Valley West,15,13456733
Spadina-Fort York,10,13467859
Scarborough Centre,21,13449279
Toronto-St. Paul's,12,13460776
Toronto-Danforth,14,13465017
Scarborough Centre,21,13449196
University-Rosedale,11,13465966
York South-Weston,5,13456597
Etobicoke-Lakeshore,3,13469789
Etobicoke-Lakeshore,3,13466985
Don Valley East,16,13450238
University-Rosedale,11,13466940
Davenport,9,13466940
Spadina-Fort York,10,13466940
Toronto-Danforth,14,13459492
Scarborough-Rouge Park,25,13444466
Parkdale-High Park,4,13466171
York South-Weston,5,13457869
Scarborough-Agincourt,22,13444370
Scarborough Southwest,20,13453093
Scarborough Centre,21,13453093
Humber River-Black Creek,7,13448137
York South-Weston,5,13457629
Toronto-Danforth,14,13459590
Eglinton-Lawrence,8,13456989
Beaches-East York,19,13456438
Scarborough Southwest,20,13456438
Scarborough Centre,21,13449009
Eglinton-Lawrence,8,13454002
Don Valley East,16,13453783
Scarborough-Agincourt,22,13445256
Don Valley North,17,13445256
Eglinton-Lawrence,8,13454301
Toronto Centre,13,13465894
Scarborough-Guildwood,24,13447158
Toronto-Danforth,14,13463995
University-Rosedale,11,13465581
Etobicoke-Lakeshore,3,14204003
Eglinton-Lawrence,8,13452219
Scarborough Southwest,20,13454814
Toronto Centre,13,13466960
Spadina-Fort York,10,13466960
Scarborough Southwest,20,13453613
Eglinton-Lawrence,8,13456533
Etobicoke Centre,2,13469001
Scarborough Centre,21,13448474
Scarborough-Rouge Park,25,13449375
Scarborough-Guildwood,24,13449375
Parkdale-High Park,4,13465635
Etobicoke Centre,2,13463932
Don Valley North,17,13443573
Toronto Centre,13,13466801
Spadina-Fort York,10,13466801
York South-Weston,5,14172279
Etobicoke-Lakeshore,3,13468469
Davenport,9,13466235
Willowdale,18,13446795
Don Valley North,17,13446795
Don Valley West,15,13452847
Eglinton-Lawrence,8,13452847
Etobicoke Centre,2,13468412
Parkdale-High Park,4,13464616
Etobicoke North,1,13460075
Etobicoke Centre,2,13460075
Humber River-Black Creek,7,13449201
Scarborough Centre,21,13451351
Scarborough Centre,21,13451069
Toronto-St. Paul's,12,13459357
Toronto-St. Paul's,12,13459913
Toronto-Danforth,14,13461105
York South-Weston,5,13457191
Beaches-East York,19,13456185
Scarborough Southwest,20,13456185
Don Valley West,15,13456452
Toronto-St. Paul's,12,13456452
Etobicoke-Lakeshore,3,13468587
Etobicoke North,1,13454188
Scarborough-Rouge Park,25,13442671
Don Valley West,15,13449377
Etobicoke Centre,2,13459942
Scarborough Centre,21,13449786
Beaches-East York,19,13460535
Toronto-Danforth,14,13460535
Davenport,9,13465061
University-Rosedale,11,13462937
Etobicoke North,1,13462101
Scarborough North,23,13441922
Toronto-St. Paul's,12,13459185
Eglinton-Lawrence,8,13453964
Scarborough-Guildwood,24,13449684
Humber River-Black Creek,7,20145217
Etobicoke Centre,2,13460559
Etobicoke Centre,2,13461060
Etobicoke-Lakeshore,3,13467331
Don Valley West,15,13456739
Willowdale,18,13445370
Scarborough Southwest,20,13457682
Etobicoke Centre,2,13462244
University-Rosedale,11,13465112
Toronto-St. Paul's,12,13458124
Etobicoke North,1,13452207
Scarborough Southwest,20,13456984
Davenport,9,13466923
Spadina-Fort York,10,13466923
Scarborough Centre,21,13451714
Etobicoke Centre,2,13467170
Beaches-East York,19,13454924
Scarborough Southwest,20,13454924
Beaches-East York,19,13457066
Etobicoke-Lakeshore,3,13469405
Scarborough-Guildwood,24,13446271
Scarborough Centre,21,13446271
Scarborough-Guildwood,24,13449625
Scarborough North,23,13442403
York South-Weston,5,13460945
Don Valley West,15,13452683
Etobicoke Centre,2,13460270
Scarborough Southwest,20,13459344
Humber River-Black Creek,7,13449866
Etobicoke-Lakeshore,3,13470590
Eglinton-Lawrence,8,13456127
Willowdale,18,13446100
Don Valley North,17,13446100
Toronto-Danforth,14,13464374
Eglinton-Lawrence,8,13458939
Scarborough North,23,13443825
Don Valley East,16,13450540
Willowdale,18,13447573
Don Valley North,17,13447573
Etobicoke North,1,13455506
York Centre,6,13454300
Humber River-Black Creek,7,13451142
Scarborough Centre,21,13452605
Etobicoke-Lakeshore,3,13470081
Humber River-Black Creek,7,13447353
York Centre,6,13447353
Scarborough-Guildwood,24,13449802
Willowdale,18,13443354
Toronto-St. Paul's,12,13460975
Don Valley West,15,13450684
Scarborough-Guildwood,24,13448232
Humber River-Black Creek,7,13454374
Etobicoke-Lakeshore,3,13470410
Beaches-East York,19,13457068
Scarborough Southwest,20,13457068
Toronto-St. Paul's,12,13462935
Beaches-East York,19,13461912
Willowdale,18,13446359
Humber River-Black Creek,7,13448831
Humber River-Black Creek,7,13455435
Toronto-Danforth,14,13465276
Etobicoke-Lakeshore,3,13469954
Don Valley West,15,30077719
Scarborough Centre,21,13453008
Don Valley East,16,13453008
Etobicoke North,1,13451785
Eglinton-Lawrence,8,13453370
Etobicoke-Lakeshore,3,13470566
Scarborough-Rouge Park,25,13447663
York Centre,6,13451454
Eglinton-Lawrence,8,13458026
Toronto-Danforth,14,13464286
Humber River-Black Creek,7,13448152
Eglinton-Lawrence,8,13454457
Davenport,9,13463123
Spadina-Fort York,10,13467311
Eglinton-Lawrence,8,13454664
Etobicoke North,1,13453194
Toronto Centre,13,13465366
Scarborough-Guildwood,24,13450964
Scarborough Centre,21,13450964
Don Valley West,15,13449173
Scarborough Southwest,20,13452878
Scarborough-Rouge Park,25,13444054
Parkdale-High Park,4,13466778
Parkdale-High Park,4,13467129
Beaches-East York,19,13463288
Humber River-Black Creek,7,13453536
Etobicoke-Lakeshore,3,13470354
Scarborough-Agincourt,22,13444748
Scarborough-Rouge Park,25,13444502
Toronto-Danforth,14,30036276
Scarborough Centre,21,13446952
Beaches-East York,19,13461421
York South-Weston,5,13460601
Scarborough Southwest,20,13460832
Don Valley West,15,13454307
Toronto-St. Paul's,12,13461334
Beaches-East York,19,13455487
Scarborough Southwest,20,13455487
York Centre,6,13449419
Scarborough-Agincourt,22,13443314
Beaches-East York,19,13458424
Scarborough Centre,21,13448600
Scarborough Southwest,20,13456826
University-Rosedale,11,13464417
York Centre,6,13449046
Scarborough-Agincourt,22,13444507
Etobicoke-Lakeshore,3,13470214
Humber River-Black Creek,7,13449995
Scarborough-Guildwood,24,13450073
Scarborough Centre,21,13450073
York Centre,6,13452160
Don Valley West,15,13456135
Eglinton-Lawrence,8,13457929
Willowdale,18,13447478
York Centre,6,13446410
Willowdale,18,13446410
Toronto-Danforth,14,13460374
Etobicoke Centre,2,13468280
Spadina-Fort York,10,13467909
Scarborough Centre,21,13453073
Scarborough Southwest,20,13456405
Toronto-Danforth,14,13461356
Spadina-Fort York,10,13467337
Scarborough-Guildwood,24,13447195
Etobicoke-Lakeshore,3,13468974
Scarborough-Rouge Park,25,13445621
Willowdale,18,13445687
Don Valley North,17,13445687
Etobicoke Centre,2,13467244
Toronto-St. Paul's,12,13457557
Eglinton-Lawrence,8,13457557
Don Valley West,15,13453753
York Centre,6,13448440
Toronto Centre,13,13466117
Etobicoke Centre,2,13465214
Scarborough North,23,13443826
Scarborough-Agincourt,22,13443826
Eglinton-Lawrence,8,13455864
Etobicoke-Lakeshore,3,13469263
Scarborough North,23,13442414
Scarborough Southwest,20,13454283
Scarborough-Guildwood,24,13450374
Etobicoke Centre,2,13460428
Etobicoke North,1,14651711
University-Rosedale,11,13463127
York Centre,6,13451137
Scarborough Southwest,20,13459498
Scarborough Southwest,20,13453001
Scarborough Centre,21,13453001
Davenport,9,13464651
Toronto Centre,13,14036494
Etobicoke North,1,13458507
Don Valley West,15,13450581
Scarborough North,23,13443491
Scarborough Centre,21,13450554
Etobicoke-Lakeshore,3,13469915
Etobicoke Centre,2,13465218
Scarborough North,23,13445987
Scarborough-Agincourt,22,13445987
Parkdale-High Park,4,13465039
Spadina-Fort York,10,13467856
Etobicoke Centre,2,13468898
Scarborough-Agincourt,22,13442145
York South-Weston,5,13459825
Scarborough-Guildwood,24,13449130
York Centre,6,13445659
Willowdale,18,13445659
Willowdale,18,13445813
Don Valley North,17,13445813
Davenport,9,13465705
Scarborough-Rouge Park,25,13446348
Scarborough-Guildwood,24,13446348
University-Rosedale,11,13462712
York Centre,6,13451751
Davenport,9,13466910
University-Rosedale,11,13464231
Toronto Centre,13,13464231
Scarborough Southwest,20,13456583
Humber River-Black Creek,7,13455140
Etobicoke-Lakeshore,3,13469614
Davenport,9,13462870
Toronto-Danforth,14,13461657
Etobicoke Centre,2,13460740
Parkdale-High Park,4,13468687
Eglinton-Lawrence,8,13456419
Scarborough Southwest,20,13457448
Scarborough North,23,13443710
York South-Weston,5,13458803
Don Valley West,15,13454390
Toronto-St. Paul's,12,13458486
Scarborough Centre,21,13451671
Humber River-Black Creek,7,13453888
York Centre,6,13453888
Etobicoke Centre,2,13467689
Scarborough Southwest,20,13460471
Scarborough North,23,13503859
Humber River-Black Creek,7,13448751
Etobicoke North,1,13451519
Humber River-Black Creek,7,13448921
Parkdale-High Park,4,13465287
York South-Weston,5,13457809
Parkdale-High Park,4,13464832
Scarborough Southwest,20,13452417
University-Rosedale,11,13459371
Eglinton-Lawrence,8,13452369
York Centre,6,13452371
Scarborough-Rouge Park,25,13441944
Etobicoke North,1,13453094
Etobicoke North,1,13463137
Etobicoke Centre,2,13463137
University-Rosedale,11,13459279
University-Rosedale,11,13464281
Davenport,9,13464281
Etobicoke-Lakeshore,3,13469523
Parkdale-High Park,4,13464742
Willowdale,18,13446154
Etobicoke-Lakeshore,3,13467630
Toronto Centre,13,13466668
Spadina-Fort York,10,13466668
Don Valley West,15,13456650
Toronto-St. Paul's,12,13456650
Eglinton-Lawrence,8,13456650
Don Valley West,15,13456432
Etobicoke North,1,13452064
Scarborough-Rouge Park,25,13444737
Beaches-East York,19,13460350
Scarborough Centre,21,13446880
Etobicoke-Lakeshore,3,13469148
York South-Weston,5,13457880
York Centre,6,13453864
Don Valley West,15,13449593
Beaches-East York,19,13458851
Beaches-East York,19,13457739
Etobicoke-Lakeshore,3,13470639
Etobicoke North,1,13453152
Scarborough North,23,14634930
Scarborough-Guildwood,24,13449817
Eglinton-Lawrence,8,13452494
University-Rosedale,11,13465217
University-Rosedale,11,13465901
Spadina-Fort York,10,13465901
Etobicoke-Lakeshore,3,13470434
York South-Weston,5,13461829
Etobicoke Centre,2,13465305
Toronto-St. Paul's,12,13459822
Eglinton-Lawrence,8,13455295
Willowdale,18,13445981
Beaches-East York,19,13459032
Humber River-Black Creek,7,13450693
Willowdale,18,13444929
Etobicoke Centre,2,13462409
University-Rosedale,11,13465447
Davenport,9,13465447
Etobicoke-Lakeshore,3,13470302
Parkdale-High Park,4,13468465
York South-Weston,5,13458101
York South-Weston,5,13459781
Willowdale,18,13446860
Scarborough Southwest,20,13456446
Don Valley East,16,13454528
Humber River-Black Creek,7,13450093
York Centre,6,13450093
Don Valley West,15,13452118
Don Valley East,16,13452118
Scarborough Southwest,20,13456025
York Centre,6,13448360
Etobicoke-Lakeshore,3,13470329
Davenport,9,13460717
Beaches-East York,19,13456890
Scarborough Southwest,20,13456890
York South-Weston,5,13456680
Don Valley West,15,13453668
Eglinton-Lawrence,8,13453668
Etobicoke-Lakeshore,3,13468685
University-Rosedale,11,13460415
Scarborough-Agincourt,22,14038257
Scarborough-Rouge Park,25,13443929
Eglinton-Lawrence,8,13456252
Scarborough North,23,14248930
Toronto Centre,13,13465959
Don Valley North,17,13443062
Etobicoke Centre,2,13464880
Toronto-St. Paul's,12,13459593
York Centre,6,14673411
University-Rosedale,11,13465836
York Centre,6,13452030
York Centre,6,14203394
Spadina-Fort York,10,13468120
Don Valley West,15,14236458
University-Rosedale,11,13462019
York Centre,6,13453732
Don Valley West,15,13455720
York South-Weston,5,13457738
Willowdale,18,13446562
Don Valley North,17,13446562
Beaches-East York,19,13460568
Etobicoke-Lakeshore,3,13469443
Scarborough North,23,14642975
Don Valley West,15,13451543
York Centre,6,13449084
Scarborough-Rouge Park,25,13442136
University-Rosedale,11,13461921
University-Rosedale,11,13466217
Spadina-Fort York,10,13466217
Etobicoke North,1,13452614
Don Valley East,16,13450030
Parkdale-High Park,4,13467459
Etobicoke North,1,13453201
Beaches-East York,19,13458820
York South-Weston,5,13459548
York South-Weston,5,13456554
Beaches-East York,19,13456553
Parkdale-High Park,4,13467486
Scarborough Centre,21,13448271
Beaches-East York,19,13460543
Scarborough Southwest,20,13460543
Beaches-East York,19,13456734
Beaches-East York,19,13456996
Willowdale,18,13443911
Willowdale,18,13445005
Parkdale-High Park,4,20058327
Scarborough Southwest,20,13454678
Don Valley North,17,13445290
Davenport,9,13462962
Toronto Centre,13,13466300
Scarborough-Agincourt,22,13445371
Beaches-East York,19,13459326
Scarborough Southwest,20,13454486
Scarborough-Agincourt,22,14173872
Scarborough Centre,21,13452055
Humber River-Black Creek,7,13451426
Don Valley West,15,13448306
University-Rosedale,11,13460752
Etobicoke Centre,2,13461478
Don Valley West,15,13455032
Eglinton-Lawrence,8,13455032
Etobicoke-Lakeshore,3,13470241
Scarborough-Agincourt,22,13445956
Etobicoke Centre,2,20236614
Scarborough Centre,21,13450358
Don Valley West,15,13452140
Don Valley North,17,13446105
Don Valley West,15,13449654
Etobicoke-Lakeshore,3,20031732
Beaches-East York,19,13460244
Toronto-Danforth,14,13460244
Toronto-St. Paul's,12,13458248
Eglinton-Lawrence,8,13458248
Spadina-Fort York,10,14063912
Toronto-St. Paul's,12,13459295
Etobicoke-Lakeshore,3,13467571
Etobicoke Centre,2,13467571
Toronto-St. Paul's,12,13460171
Scarborough Centre,21,13449678
Humber River-Black Creek,7,13455715
Etobicoke North,1,13454784
Toronto Centre,13,13464649
Humber River-Black Creek,7,13448292
York South-Weston,5,13455046
Humber River-Black Creek,7,13452645
Spadina-Fort York,10,13466982
Parkdale-High Park,4,13468786
Toronto-St. Paul's,12,13458356
Toronto-Danforth,14,13463522
Scarborough-Rouge Park,25,14249609
Don Valley North,17,13443021
York Centre,6,13449687
Scarborough Centre,21,13449953
Etobicoke North,1,13452484
Toronto-Danforth,14,13464771
Etobicoke-Lakeshore,3,13469355
Etobicoke North,1,13462745
Etobicoke Centre,2,13462745
Toronto Centre,13,13466488
Don Valley West,15,13453552
Toronto-Danforth,14,13464398
Toronto-St. Paul's,12,13460582
Etobicoke North,1,13449457
York South-Weston,5,13456891
Don Valley North,17,13443957
Humber River-Black Creek,7,13453992
Eglinton-Lawrence,8,13452638
Etobicoke-Lakeshore,3,13469672
University-Rosedale,11,13465489
Toronto-St. Paul's,12,13460815
Davenport,9,13460815
Beaches-East York,19,13458768
Toronto-Danforth,14,13464254
Etobicoke North,1,13462021
Etobicoke Centre,2,13462021
Toronto Centre,13,13466341
University-Rosedale,11,13464820
Scarborough Southwest,20,13453302
Scarborough Centre,21,13453302
Scarborough Southwest,20,13452869
Scarborough Centre,21,13452869
York Centre,6,13453476
Davenport,9,13460899
Beaches-East York,19,13462284
Scarborough Southwest,20,13456922
Etobicoke-Lakeshore,3,13467928
Davenport,9,13464361
York Centre,6,13451676
Toronto-Danforth,14,13460103
Toronto Centre,13,13465269
Scarborough Centre,21,13450728
Don Valley West,15,13451259
Etobicoke Centre,2,13464705
University-Rosedale,11,13463468
Willowdale,18,13444532
Don Valley North,17,13444532
York Centre,6,13450564
Etobicoke North,1,13459712
Scarborough-Rouge Park,25,13444651
Willowdale,18,13446272
Etobicoke-Lakeshore,3,13470116
Etobicoke-Lakeshore,3,13470516
Eglinton-Lawrence,8,13454853
Humber River-Black Creek,7,13449981
Don Valley West,15,13458810
Davenport,9,13463377
Scarborough Centre,21,13447139
Don Valley West,15,13448952
Scarborough North,23,13441703
University-Rosedale,11,13463938
Davenport,9,13463938
Willowdale,18,13448166
Scarborough-Rouge Park,25,13445421
Etobicoke Centre,2,13465055
Don Valley East,16,13449881
Spadina-Fort York,10,13466618
Davenport,9,13461488
Scarborough-Guildwood,24,13448822
Scarborough Southwest,20,13458388
Etobicoke Centre,2,13465562
University-Rosedale,11,13466288
Spadina-Fort York,10,13466288
Davenport,9,13463464
Toronto-Danforth,14,13463796
Davenport,9,13467370
Scarborough-Agincourt,22,13445386
Davenport,9,13460292
Humber River-Black Creek,7,13454821
York Centre,6,13454821
York Centre,6,13453250
Humber River-Black Creek,7,13447954
Don Valley West,15,13450372
Parkdale-High Park,4,13464436
Etobicoke North,1,13458506
Etobicoke Centre,2,13466366
Willowdale,18,13447057
Don Valley North,17,13447057
University-Rosedale,11,13464427
Toronto Centre,13,13464427
Etobicoke North,1,13455273
Don Valley West,15,13453049
Don Valley West,15,13457151
Toronto-St. Paul's,12,13457151
Etobicoke-Lakeshore,3,13470151
Toronto-Danforth,14,13464498
Toronto Centre,13,13464154
Don Valley East,16,13454346
Etobicoke North,1,13457178
Toronto-St. Paul's,12,13461862
Don Valley West,15,13455496
Eglinton-Lawrence,8,13455496
Etobicoke Centre,2,13469170
Scarborough Southwest,20,13454270
York South-Weston,5,13457627
Beaches-East York,19,13462931
Scarborough Centre,21,13449821
Etobicoke North,1,13453013
Humber River-Black Creek,7,13454466
York Centre,6,13454466
Spadina-Fort York,10,13468316
Toronto-Danforth,14,13464606
Beaches-East York,19,13462646
Parkdale-High Park,4,13468520
York Centre,6,13447250
Willowdale,18,13447250
Don Valley West,15,13456522
York South-Weston,5,13463695
Humber River-Black Creek,7,13451700
Willowdale,18,13444543
Scarborough-Agincourt,22,13445622
York Centre,6,13452870
Willowdale,18,13443696
Don Valley North,17,13443696
Willowdale,18,13446725
Etobicoke-Lakeshore,3,13469439
Etobicoke-Lakeshore,3,13468805
Toronto-St. Paul's,12,13458332
Willowdale,18,13446302
Don Valley North,17,13446302
University-Rosedale,11,13466493
Davenport,9,13466493
Davenport,9,13461451
York South-Weston,5,13461451
Parkdale-High Park,4,13468571
Eglinton-Lawrence,8,13456310
Eglinton-Lawrence,8,13456655
Etobicoke-Lakeshore,3,13470520
Don Valley West,15,13448991
Don Valley East,16,13448991
Beaches-East York,19,13458949
Toronto-St. Paul's,12,13458928
Eglinton-Lawrence,8,13458928
Beaches-East York,19,13458721
Etobicoke North,1,13459432
University-Rosedale,11,13466064
Spadina-Fort York,10,13466064
University-Rosedale,11,13465212
Spadina-Fort York,10,13467252
Don Valley West,15,13454680
Eglinton-Lawrence,8,13454680
Scarborough North,23,13442218
Willowdale,18,13443782
York South-Weston,5,13456865
Humber River-Black Creek,7,13448262
University-Rosedale,11,13463491
York South-Weston,5,13462239
Humber River-Black Creek,7,13451999
York Centre,6,13451999
Scarborough Southwest,20,13453920
Etobicoke Centre,2,13458742
Scarborough North,23,13441616
Etobicoke-Lakeshore,3,13469120
Toronto-Danforth,14,13463705
Etobicoke-Lakeshore,3,13469375
York Centre,6,13453646
Humber River-Black Creek,7,13448413
University-Rosedale,11,13465822
Toronto Centre,13,13465822
Spadina-Fort York,10,13465822
Don Valley West,15,13455990
Scarborough-Agincourt,22,13445160
Scarborough Centre,21,13449395
Toronto-Danforth,14,13463111
Parkdale-High Park,4,13466476
Eglinton-Lawrence,8,13453915
Toronto-Danforth,14,13466878
Don Valley West,15,13450081
Don Valley East,16,13453963
Beaches-East York,19,13457887
Etobicoke-Lakeshore,3,13469085
Parkdale-High Park,4,13465238
Parkdale-High Park,4,13464769
Etobicoke North,1,20232392
Willowdale,18,13444298
Don Valley North,17,13444298
Etobicoke North,1,13453022
York Centre,6,13453602
York South-Weston,5,13456651
Toronto Centre,13,13465571
Parkdale-High Park,4,13468186
Spadina-Fort York,10,13468186
Humber River-Black Creek,7,13450219
Don Valley East,16,13452939
York Centre,6,13453555
Willowdale,18,13444082
Humber River-Black Creek,7,20145216
Scarborough Centre,21,13450472
Don Valley East,16,13450472
Humber River-Black Creek,7,13449253
Scarborough-Rouge Park,25,13447598
University-Rosedale,11,13463880
Beaches-East York,19,13458498
Scarborough Centre,21,13452130
Eglinton-Lawrence,8,13457669
Spadina-Fort York,10,13467795
Etobicoke North,1,13458710
Etobicoke Centre,2,13458710
University-Rosedale,11,13463723
Toronto Centre,13,13463723
Don Valley West,15,13456085
Willowdale,18,13447323
Don Valley North,17,13447323
University-Rosedale,11,13466136
Spadina-Fort York,10,13466136
University-Rosedale,11,13464371
Don Valley West,15,13456361
Toronto-St. Paul's,12,13456361
Etobicoke North,1,13462783
Davenport,9,13466246
Etobicoke-Lakeshore,3,13470599
Don Valley West,15,13457793
Scarborough Southwest,20,13459524
Parkdale-High Park,4,13464724
Beaches-East York,19,13456896
York South-Weston,5,13464031
Eglinton-Lawrence,8,13451886
Etobicoke Centre,2,13468183
Davenport,9,13459983
Etobicoke-Lakeshore,3,20112512
York South-Weston,5,13456454
Don Valley West,15,13454763
Scarborough Southwest,20,13456610
Etobicoke North,1,13454271
Davenport,9,13466357
Etobicoke North,1,13458230
Etobicoke Centre,2,13458230
Etobicoke North,1,13453185
Scarborough North,23,14630494
Scarborough-Guildwood,24,13448102
Scarborough Centre,21,13448102
Davenport,9,13462685
Scarborough-Guildwood,24,13446304
Eglinton-Lawrence,8,13453312
Beaches-East York,19,13458274
Etobicoke Centre,2,13464013
Scarborough Centre,21,13449710
Don Valley East,16,13449710
Don Valley West,15,13457422
Scarborough-Rouge Park,25,13444537
Etobicoke-Lakeshore,3,13470505
Humber River-Black Creek,7,13448912
York Centre,6,13449671
Beaches-East York,19,13458881
Scarborough Centre,21,13446658
Don Valley East,16,13448286
Scarborough North,23,30038667
Scarborough Centre,21,13448094
Eglinton-Lawrence,8,13457713
Toronto-St. Paul's,12,13459587
Toronto Centre,13,13466199
Humber River-Black Creek,7,13453033
York Centre,6,13453033
Etobicoke Centre,2,13461355
Scarborough North,23,13444493
Scarborough-Agincourt,22,13444493
Parkdale-High Park,4,13465033
Etobicoke North,1,13456371
Humber River-Black Creek,7,13450383
Humber River-Black Creek,7,13451058
Davenport,9,13463882
Don Valley East,16,13451098
Etobicoke-Lakeshore,3,13468227
Etobicoke North,1,13457412
Humber River-Black Creek,7,13451923
York Centre,6,13451923
Scarborough-Agincourt,22,13446030
Etobicoke-Lakeshore,3,13468185
Spadina-Fort York,10,13467654
Don Valley West,15,13457764
Toronto-St. Paul's,12,13457764
Toronto Centre,13,13466630
Spadina-Fort York,10,13468134
Don Valley East,16,13449777
Humber River-Black Creek,7,13450723
Etobicoke-Lakeshore,3,13468117
Eglinton-Lawrence,8,13454098
Davenport,9,13466100
Eglinton-Lawrence,8,13454394
York South-Weston,5,13461391
Eglinton-Lawrence,8,13454555
Don Valley West,15,13453954
Scarborough North,23,13443223
University-Rosedale,11,13464943
Eglinton-Lawrence,8,13456543
Beaches-East York,19,13459558
Scarborough-Rouge Park,25,13446091
Humber River-Black Creek,7,13449519
Scarborough Southwest,20,13457851
Scarborough Centre,21,13452336
Parkdale-High Park,4,13467084
Eglinton-Lawrence,8,13456936
Beaches-East York,19,13460922
York Centre,6,13452617
Beaches-East York,19,13457363
Scarborough Southwest,20,13457363
Etobicoke Centre,2,13463462
Scarborough-Rouge Park,25,13442915
Scarborough North,23,13442915
Scarborough North,23,13442061
Eglinton-Lawrence,8,13453262
Davenport,9,13461876
Scarborough-Agincourt,22,13445830
Etobicoke-Lakeshore,3,13469594
Toronto-St. Paul's,12,13457785
Scarborough Southwest,20,13453320
Spadina-Fort York,10,13467321
Davenport,9,13461215
Davenport,9,13466862
Scarborough-Rouge Park,25,13443860
Scarborough North,23,13443860
Scarborough-Agincourt,22,13446434
Beaches-East York,19,13461057
Willowdale,18,13444653
Davenport,9,13464011
Don Valley East,16,13451566
Etobicoke Centre,2,13458462
Humber River-Black Creek,7,13447313
York South-Weston,5,13461883
Scarborough Centre,21,13451430
York Centre,6,13450847
Scarborough Southwest,20,13454594
Scarborough Southwest,20,13461056
Etobicoke-Lakeshore,3,13469836
Etobicoke Centre,2,13465956
Don Valley West,15,13453280
Etobicoke North,1,13459796
University-Rosedale,11,13466443
Spadina-Fort York,10,13466443
Scarborough North,23,13444715
Etobicoke North,1,13451705
Scarborough Centre,21,13449378
Scarborough-Agincourt,22,13446265
Humber River-Black Creek,7,14064208
Scarborough-Rouge Park,25,13444943
Toronto Centre,13,13464607
Toronto Centre,13,13465567
Etobicoke-Lakeshore,3,13465085
Etobicoke Centre,2,13465085
Scarborough Centre,21,13449737
Toronto-St. Paul's,12,13460098
University-Rosedale,11,13465315
Don Valley North,17,13445162
Toronto-St. Paul's,12,13461554
Etobicoke-Lakeshore,3,13470414
Etobicoke North,1,13451132
Parkdale-High Park,4,13465036
Davenport,9,13461160
Eglinton-Lawrence,8,13453045
Beaches-East York,19,13457254
Davenport,9,13464073
Eglinton-Lawrence,8,13455007
Toronto Centre,13,13465979
Scarborough Centre,21,13449121
Humber River-Black Creek,7,13451292
Toronto-St. Paul's,12,13458815
Eglinton-Lawrence,8,13458815
Scarborough-Rouge Park,25,13447183
Willowdale,18,13446513
Toronto-St. Paul's,12,13458873
Scarborough Southwest,20,13455403
Don Valley East,16,13448399
Beaches-East York,19,13460822
Scarborough North,23,13441751
Etobicoke North,1,13452496
Parkdale-High Park,4,13465250
Etobicoke Centre,2,13465734
Toronto-Danforth,14,13462774
